Province,District_Name,Crop_Year,Season,Crop,Area,Production
Midlands,Churumhanzu,1998,Cold,Tomatoes,261,22262
Midlands,Churumhanzu,1998,Cold,Peppers,49,11709
Midlands,Churumhanzu,1998,Cold,Okra,447,10815
Midlands,Churumhanzu,1998,Cold,Cucumbers,315,3593
Midlands,Churumhanzu,1998,Cold,Eggplant,420,17353
Midlands,Churumhanzu,1998,Cold,Pumpkins,473,2609
Midlands,Churumhanzu,1998,Cold,Squash,24,15094
Midlands,Churumhanzu,1998,Cold,Melons,167,24117
Midlands,Churumhanzu,1998,Cold,Maize ,206,9719
Midlands,Churumhanzu,1998,Cold,Soybeans,62,6789
Midlands,Churumhanzu,1998,Cold,Groundnuts (Peanuts),121,2934
Midlands,Churumhanzu,1998,Cold,Cowpeas,296,5089
Midlands,Churumhanzu,1998,Cold,Sunflower,368,17055
Midlands,Churumhanzu,1998,Cold,Sorghum,18,1408
Midlands,Churumhanzu,1998,Cold,Millet,408,13651
Midlands,Churumhanzu,1998,Cold,Beans,76,19861
Midlands,Churumhanzu,1998,Cold,Sweet potatoes,194,15088
Midlands,Churumhanzu,1998,Cold,Watermelons,472,9458
Midlands,Churumhanzu,1998,Cold,Tomatoes,251,11912
Midlands,Churumhanzu,1998,Cold,Cabbage,300,5279
Midlands,Churumhanzu,1998,Cold,Peppers,56,24859
Midlands,Churumhanzu,1998,Cold,Okra,61,13537
Midlands,Churumhanzu,1998,Cold,Cucumbers,394,13458
Midlands,Churumhanzu,1998,Cold,Wheat,115,9621
Midlands,Churumhanzu,1998,Cold,Barley,345,7135
Midlands,Churumhanzu,1998,Cold,Oats,418,944
Midlands,Churumhanzu,1998,Cold,Rye,24,15226
Midlands,Churumhanzu,1998,Cold,Mustard greens,144,8686
Midlands,Churumhanzu,1998,Cold,Spinach,102,23655
Midlands,Churumhanzu,1998,Cold,Kale,457,21961
Midlands,Churumhanzu,1998,Cold,Carrots,379,14009
Midlands,Churumhanzu,1998,Cold,Beets,102,12574
Midlands,Churumhanzu,1998,Cold,Broccoli,413,1525
Midlands,Churumhanzu,1998,Cold,Cauliflower,82,19483
Midlands,Churumhanzu,1998,Cold,Cabbage,39,1837
Midlands,Churumhanzu,1998,Cold,Onions,391,5884
Midlands,Churumhanzu,1998,Cold,Garlic,191,14849
Midlands,Churumhanzu,1998,Cold,Peas,400,3823
Midlands,Churumhanzu,1998,Cold,Radishes,457,12121
Midlands,Churumhanzu,1998,Cold,Kale,199,23674
Midlands,Churumhanzu,1998,Cold,Spinach,58,4354
Midlands,Churumhanzu,1998,Hot,Lettuce,406,22983
Midlands,Churumhanzu,1998,Hot,Broccoli,413,23126
Midlands,Churumhanzu,1998,Hot,Cauliflower,47,2854
Midlands,Churumhanzu,1998,Hot,Cabbage,92,4210
Midlands,Churumhanzu,1998,Hot,Carrots,331,9931
Midlands,Churumhanzu,1998,Hot,Beets,112,2147
Midlands,Churumhanzu,1998,Hot,Peas,489,23710
Midlands,Churumhanzu,1998,Hot,Radishes,68,17455
Midlands,Churumhanzu,1998,Hot,Sweet potatoes,85,5098
Midlands,Churumhanzu,1998,Hot,Watermelons,4,23380
Midlands,Churumhanzu,1998,Hot,Tomatoes,178,12048
Midlands,Churumhanzu,1998,Hot,Peppers,173,17833
Midlands,Churumhanzu,1998,Hot,Okra,89,7554
Midlands,Churumhanzu,1998,Hot,Cucumbers,111,3420
Midlands,Churumhanzu,1998,Hot,Eggplant,139,9404
Midlands,Churumhanzu,1998,Hot,Pumpkins,194,21494
Midlands,Churumhanzu,1998,Hot,Squash,121,10001
Midlands,Churumhanzu,1998,Hot,Melons,148,23653
Midlands,Churumhanzu,1998,Hot,Maize ,304,6238
Midlands,Churumhanzu,1998,Hot,Soybeans,240,8020
Midlands,Churumhanzu,1998,Hot,Groundnuts (Peanuts),128,15165
Midlands,Churumhanzu,1998,Hot,Cowpeas,361,24578
Midlands,Churumhanzu,1998,Hot,Sunflower,15,10644
Midlands,Churumhanzu,1998,Hot,Sorghum,175,6383
Midlands,Gokwe North,1998,Hot,Millet,357,15850
Midlands,Gokwe North,1998,Hot,Beans,264,18138
Midlands,Gokwe North,1998,Hot,Sweet potatoes,491,16176
Midlands,Gokwe North,1998,Hot,Watermelons,269,18522
Midlands,Gokwe North,1998,Hot,Tomatoes,194,10653
Midlands,Gokwe North,1998,Hot,Cabbage,70,5314
Midlands,Gokwe North,1998,Hot,Peppers,334,15801
Midlands,Gokwe North,1998,Hot,Okra,224,10919
Midlands,Gokwe North,1998,Hot,Cucumbers,42,6856
Midlands,Gokwe North,1998,Hot,Wheat,298,12324
Midlands,Gokwe North,1998,Hot,Barley,481,12742
Midlands,Gokwe North,1998,Hot,Oats,169,7584
Midlands,Gokwe North,1998,Hot,Rye,275,8149
Midlands,Gokwe North,1998,Hot,Mustard greens,141,9038
Midlands,Gokwe North,1998,Hot,Spinach,290,22669
Midlands,Gokwe North,1998,Hot,Kale,327,7755
Midlands,Gokwe North,1998,Hot,Carrots,463,15939
Midlands,Gokwe North,1998,Hot,Beets,203,5299
Midlands,Gokwe North,1998,Hot,Broccoli,345,22943
Midlands,Gokwe North,1998,Hot,Cauliflower,287,12504
Midlands,Gokwe North,1998,Hot,Cabbage,194,1384
Midlands,Gokwe North,1998,Hot,Onions,283,23748
Midlands,Gokwe North,1998,Hot,Garlic,476,18809
Midlands,Gokwe North,1998,Hot,Peas,104,2377
Midlands,Gokwe North,1998,Hot,Radishes,293,20495
Midlands,Gokwe North,1998,Hot,Kale,341,9987
Midlands,Gokwe North,1998,Hot,Spinach,464,10181
Midlands,Gokwe North,1998,Hot,Lettuce,196,11801
Midlands,Gokwe North,1998,Hot,Broccoli,59,19893
Midlands,Gokwe North,1998,Hot,Cauliflower,177,8281
Midlands,Gokwe North,1998,Hot,Cabbage,131,17446
Midlands,Gokwe North,1998,Hot,Carrots,235,17431
Midlands,Gokwe North,1998,Hot,Beets,135,5344
Midlands,Gokwe North,1998,Hot,Peas,371,24640
Midlands,Gokwe North,1998,Hot,Radishes,232,3610
Midlands,Gokwe North,1998,Hot,Sweet potatoes,299,17753
Midlands,Gokwe North,1998,Hot,Watermelons,393,15615
Midlands,Gokwe North,1998,Hot,Tomatoes,92,15381
Midlands,Gokwe North,1998,Hot,Peppers,29,19099
Midlands,Gokwe North,1998,Hot,Okra,207,3928
Midlands,Gokwe North,1998,Hot,Cucumbers,360,23273
Midlands,Gokwe North,1998,Hot,Eggplant,34,21168
Midlands,Gokwe North,1998,Hot,Pumpkins,452,13914
Midlands,Gokwe North,1998,Hot,Squash,394,12047
Midlands,Gokwe North,1998,Hot,Melons,204,6749
Midlands,Gokwe North,1998,Hot,Maize ,1,21452
Midlands,Gokwe North,1998,Hot,Soybeans,52,18383
Midlands,Gokwe North,1998,Hot,Groundnuts (Peanuts),492,6194
Midlands,Gokwe North,1998,Hot,Cowpeas,403,12657
Midlands,Gokwe North,1998,Hot,Sunflower,371,11883
Midlands,Gokwe North,1998,Hot,Sorghum,454,1300
Midlands,Gokwe North,1998,Hot,Millet,63,730
Midlands,Gokwe North,1998,Hot,Beans,128,10361
Midlands,Gokwe North,1998,Hot,Sweet potatoes,14,6506
Midlands,Gokwe North,1998,Hot,Watermelons,58,17542
Midlands,Gokwe North,1998,Hot,Tomatoes,482,18758
Midlands,Gokwe North,1998,Hot,Cabbage,255,24821
Midlands,Gokwe North,1998,Hot,Peppers,47,16045
Midlands,Gokwe North,1998,Hot,Okra,145,23508
Midlands,Gokwe North,1998,Hot,Cucumbers,369,23123
Midlands,Gokwe North,1998,Hot,Wheat,277,16256
Midlands,Gokwe North,1998,Hot,Barley,308,22865
Midlands,Gokwe North,1998,Hot,Oats,82,14150
Midlands,Gokwe North,1998,Hot,Rye,379,1096
Midlands,Gokwe North,1998,Hot,Mustard greens,147,891
Midlands,Gokwe North,1998,Hot,Spinach,83,18671
Midlands,Gokwe North,1998,Hot,Kale,403,3383
Midlands,Gokwe North,1998,Hot,Carrots,488,22487
Midlands,Gokwe North,1998,Hot,Beets,37,14263
Midlands,Gokwe North,1998,Hot,Broccoli,178,21143
Midlands,Gokwe North,1998,Hot,Cauliflower,233,3842
Midlands,Gokwe North,1998,Hot,Cabbage,7,16886
Midlands,Gokwe North,1998,Hot,Onions,96,10903
Midlands,Gokwe North,1998,Hot,Garlic,231,7216
Midlands,Gokwe North,1998,Hot,Peas,495,18392
Midlands,Gokwe North,1998,Hot,Radishes,49,8817
Midlands,Gokwe North,1998,Hot,Kale,249,20470
Midlands,Gokwe North,1998,Hot,Spinach,358,24167
Midlands,Gokwe North,1998,Hot,Lettuce,341,1444
Midlands,Gokwe North,1998,Hot,Broccoli,407,401
Midlands,Gokwe North,1998,Hot,Cauliflower,230,15206
Midlands,Gokwe North,1998,Hot,Cabbage,98,12610
Midlands,Gokwe North,1998,Hot,Carrots,458,9389
Midlands,Gokwe North,1998,Hot,Beets,85,9654
Midlands,Gokwe North,1998,Hot,Peas,50,15570
Midlands,Gokwe North,1998,Hot,Radishes,470,23072
Midlands,Gokwe North,1998,Hot,Sweet potatoes,468,2720
Midlands,Gokwe North,1998,Hot,Watermelons,79,24349
Midlands,Gokwe North,1998,Hot,Tomatoes,21,21561
Midlands,Gokwe North,1998,Hot,Peppers,322,17056
Midlands,Gokwe North,1998,Hot,Okra,179,8002
Midlands,Gokwe North,1998,Hot,Cucumbers,411,21621
Midlands,Gokwe North,1998,Hot,Eggplant,216,12234
Midlands,Gokwe North,1998,Hot,Pumpkins,194,23153
Midlands,Gokwe North,1998,Hot,Squash,475,13679
Midlands,Gokwe North,1998,Hot,Melons,149,7240
Midlands,Gokwe North,1998,Hot,Maize ,1,22004
Midlands,Gokwe North,1998,Hot,Soybeans,202,7772
Midlands,Gokwe North,1998,Hot,Groundnuts (Peanuts),463,17011
Midlands,Gokwe North,1998,Hot,Cowpeas,172,21226
Midlands,Gokwe North,1998,Hot,Sunflower,102,6192
Midlands,Gokwe North,1998,Hot,Sorghum,211,8798
Midlands,Gokwe North,1998,Hot,Millet,45,6179
Midlands,Gokwe North,1998,Hot,Beans,462,21691
Midlands,Gokwe North,1998,Hot,Sweet potatoes,46,4175
Midlands,Gokwe North,1998,Hot,Watermelons,274,2750
Midlands,Gokwe North,1998,Hot,Tomatoes,192,19229
Midlands,Gokwe North,1998,Hot,Cabbage,454,19257
Midlands,Gokwe North,1998,Hot,Peppers,174,10067
Midlands,Gokwe North,1998,Hot,Okra,280,11458
Midlands,Gokwe North,1998,Hot,Cucumbers,484,17005
Midlands,Gokwe North,1998,Hot,Wheat,118,23992
Midlands,Gokwe North,1998,Hot,Barley,427,12998
Midlands,Gokwe North,1998,Hot,Oats,355,6986
Midlands,Gokwe North,1998,Hot,Rye,75,16062
Midlands,Gokwe North,1998,Hot,Mustard greens,325,4409
Midlands,Gokwe North,1998,Hot,Spinach,345,11996
Midlands,Gokwe North,1998,Hot,Kale,376,5181
Midlands,Gokwe North,1998,Hot,Carrots,141,2154
Midlands,Gokwe North,1998,Hot,Beets,374,13691
Midlands,Gokwe North,1998,Hot,Broccoli,336,6039
Midlands,Gokwe North,1998,Hot,Cauliflower,305,7631
Midlands,Gokwe South,1998,Hot,Cabbage,471,12777
Midlands,Gokwe South,1998,Hot,Onions,412,19629
Midlands,Gokwe South,1998,Hot,Garlic,34,20646
Midlands,Gokwe South,1998,Hot,Peas,406,7129
Midlands,Gokwe South,1998,Hot,Radishes,430,13563
Midlands,Gokwe South,1998,Hot,Kale,198,3043
Midlands,Gokwe South,1998,Hot,Spinach,216,21397
Midlands,Gokwe South,1998,Hot,Lettuce,247,1058
Midlands,Gokwe South,1998,Hot,Broccoli,208,21769
Midlands,Gokwe South,1998,Hot,Cauliflower,137,1705
Midlands,Gokwe South,1998,Hot,Cabbage,342,4604
Midlands,Gokwe South,1998,Hot,Carrots,56,7643
Midlands,Gokwe South,1998,Hot,Beets,41,8494
Midlands,Gokwe South,1998,Hot,Peas,70,24657
Midlands,Gokwe South,1998,Hot,Radishes,174,23121
Midlands,Gokwe South,1998,Hot,Sweet potatoes,119,24582
Midlands,Gokwe South,1998,Hot,Watermelons,44,23665
Midlands,Gokwe South,1998,Hot,Tomatoes,53,19524
Midlands,Gokwe South,1998,Hot,Peppers,319,9313
Midlands,Gokwe South,1998,Hot,Okra,306,13921
Midlands,Gokwe South,1998,Hot,Cucumbers,357,16631
Midlands,Gokwe South,1998,Hot,Eggplant,52,13734
Midlands,Gokwe South,1998,Hot,Pumpkins,450,653
Midlands,Gokwe South,1998,Hot,Squash,375,7916
Midlands,Gokwe South,1998,Hot,Melons,413,1790
Midlands,Gokwe South,1998,Hot,Maize ,261,14373
Midlands,Gokwe South,1998,Hot,Soybeans,216,20442
Midlands,Gokwe South,1998,Hot,Groundnuts (Peanuts),279,12293
Midlands,Gokwe South,1998,Hot,Cowpeas,334,4188
Midlands,Gokwe South,1998,Hot,Sunflower,56,21785
Midlands,Gokwe South,1998,Hot,Sorghum,175,8302
Midlands,Gokwe South,1998,Hot,Millet,411,9252
Midlands,Gokwe South,1998,Hot,Beans,70,4031
Midlands,Gokwe South,1998,Hot,Sweet potatoes,497,24037
Midlands,Gokwe South,1998,Hot,Watermelons,300,21173
Midlands,Gokwe South,1998,Hot,Tomatoes,272,8061
Midlands,Gokwe South,1998,Hot,Cabbage,369,14265
Midlands,Gokwe South,1998,Hot,Peppers,253,23540
Midlands,Gokwe South,1998,Hot,Okra,422,12143
Midlands,Gokwe South,1998,Hot,Cucumbers,494,11788
Midlands,Gokwe South,1998,Hot,Wheat,338,5167
Midlands,Gokwe South,1998,Hot,Barley,18,13397
Midlands,Gokwe South,1998,Hot,Oats,383,18739
Midlands,Gokwe South,1998,Hot,Rye,386,2552
Midlands,Gokwe South,1998,Hot,Mustard greens,267,14311
Midlands,Gokwe South,1998,Hot,Spinach,412,23184
Midlands,Gokwe South,1998,Hot,Kale,143,21485
Midlands,Gokwe South,1998,Hot,Carrots,10,6493
Midlands,Gokwe South,1998,Hot,Beets,75,4857
Midlands,Gokwe South,1998,Hot,Broccoli,48,5270
Midlands,Gokwe South,1998,Hot,Cauliflower,204,8115
Midlands,Gokwe South,1998,Hot,Cabbage,445,7027
Midlands,Gokwe South,1998,Hot,Onions,39,24598
Midlands,Gokwe South,1998,Hot,Garlic,494,24015
Midlands,Gokwe South,1998,Hot,Peas,263,10788
Midlands,Gokwe South,1998,Hot,Radishes,362,11759
Midlands,Gokwe South,1998,Hot,Kale,445,9983
Midlands,Gokwe South,1998,Hot,Spinach,162,11837
Midlands,Gokwe South,1998,Hot,Lettuce,266,14249
Midlands,Gokwe South,1998,Hot,Broccoli,446,19852
Midlands,Gokwe South,1998,Hot,Cauliflower,381,19620
Midlands,Gokwe South,1998,Hot,Cabbage,234,1983
Midlands,Gokwe South,1998,Hot,Carrots,351,20854
Midlands,Gokwe South,1998,Hot,Beets,3,10235
Midlands,Gokwe South,1998,Hot,Peas,393,1458
Midlands,Gokwe South,1998,Hot,Radishes,353,16845
Midlands,Gokwe South,1998,Hot,Sweet potatoes,279,878
Midlands,Gokwe South,1998,Hot,Watermelons,164,3699
Midlands,Gokwe South,1998,Hot,Tomatoes,192,9452
Midlands,Gokwe South,1998,Hot,Peppers,343,2351
Midlands,Gokwe South,1998,Hot,Okra,211,7952
Midlands,Gokwe South,1998,Hot,Cucumbers,320,4770
Midlands,Gokwe South,1998,Hot,Eggplant,453,8162
Midlands,Gokwe South,1998,Hot,Pumpkins,111,13448
Midlands,Gokwe South,1998,Hot,Squash,51,21809
Midlands,Gokwe South,1998,Hot,Melons,272,7405
Midlands,Gokwe South,1998,Hot,Maize ,111,11886
Midlands,Gokwe South,1998,Hot,Soybeans,276,9056
Midlands,Gokwe South,1998,Hot,Groundnuts (Peanuts),210,1170
Midlands,Gokwe South,1998,Hot,Cowpeas,20,13506
Midlands,Gokwe South,1998,Hot,Sunflower,260,6289
Midlands,Gokwe South,1998,Hot,Sorghum,99,17066
Midlands,Gokwe South,1998,Hot,Millet,62,973
Midlands,Gokwe South,1998,Hot,Beans,44,5893
Midlands,Gokwe South,1998,Hot,Sweet potatoes,307,22227
Midlands,Gokwe South,1998,Hot,Watermelons,309,16083
Midlands,Gokwe South,1998,Hot,Tomatoes,461,10063
Midlands,Gokwe South,1998,Hot,Cabbage,278,6525
Midlands,Gokwe South,1998,Hot,Peppers,211,24660
Midlands,Gokwe South,1998,Hot,Okra,246,22732
Midlands,Gokwe South,1998,Hot,Cucumbers,473,22008
Midlands,Gokwe South,1998,Hot,Wheat,208,5913
Midlands,Gokwe South,1998,Hot,Barley,485,23965
Midlands,Gokwe South,1998,Hot,Oats,436,6893
Midlands,Gokwe South,1998,Hot,Rye,442,17473
Midlands,Gokwe South,1998,Hot,Mustard greens,228,3487
Midlands,Gokwe South,1998,Hot,Spinach,174,21162
Midlands,Gokwe South,1998,Hot,Kale,174,10161
Midlands,Gokwe South,1998,Hot,Carrots,419,21152
Midlands,Gokwe South,1998,Hot,Beets,79,18203
Midlands,Gokwe South,1998,Hot,Broccoli,88,9287
Midlands,Gokwe South,1998,Hot,Cauliflower,444,3824
Midlands,Gokwe South,1998,Hot,Cabbage,68,670
Midlands,Gokwe South,1998,Hot,Onions,118,5916
Midlands,Gokwe South,1998,Hot,Garlic,219,19363
Midlands,Gokwe South,1998,Hot,Peas,62,14087
Midlands,Gokwe South,1998,Hot,Radishes,129,16942
Midlands,Gokwe South,1998,Hot,Kale,456,13495
Midlands,Gokwe South,1998,Hot,Spinach,181,17218
Midlands,Gokwe South,1998,Hot,Lettuce,146,21888
Midlands,Gokwe South,1998,Hot,Broccoli,443,2508
Midlands,Gokwe South,1998,Hot,Cauliflower,251,24443
Midlands,Gokwe South,1998,Hot,Cabbage,497,22385
Midlands,Gokwe South,1998,Hot,Carrots,190,14092
Midlands,Gokwe South,1998,Hot,Beets,451,15656
Midlands,Gokwe South,1998,Hot,Peas,292,18183
Midlands,Gokwe South,1998,Hot,Radishes,364,19399
Midlands,Gokwe South,1998,Hot,Sweet potatoes,314,23181
Midlands,Gokwe South,1998,Hot,Watermelons,401,21982
Midlands,Gokwe South,1998,Hot,Tomatoes,77,19664
Midlands,Gokwe South,1998,Hot,Peppers,237,19793
Midlands,Gokwe South,1998,Hot,Okra,185,3389
Midlands,Gokwe South,1998,Hot,Cucumbers,425,12072
Midlands,Gokwe South,1998,Hot,Eggplant,310,20305
Midlands,Gokwe South,1998,Hot,Pumpkins,202,18594
Midlands,Gokwe South,1998,Hot,Squash,12,19951
Midlands,Gokwe South,1998,Hot,Melons,53,2596
Midlands,Gokwe South,1998,Hot,Maize ,293,13703
Midlands,Gokwe South,1998,Hot,Soybeans,473,24079
Midlands,Gokwe South,1998,Hot,Groundnuts (Peanuts),135,3081
Midlands,Gokwe South,1998,Hot,Cowpeas,388,24835
Midlands,Gokwe South,1998,Hot,Sunflower,86,16002
Midlands,Gokwe South,1998,Hot,Sorghum,298,874
Midlands,Gokwe South,1998,Hot,Millet,84,18676
Midlands,Gokwe South,1998,Hot,Beans,37,14820
Midlands,Gokwe South,1998,Hot,Sweet potatoes,146,18046
Midlands,Gokwe South,1998,Hot,Watermelons,254,23591
Midlands,Gokwe South,1998,Hot,Tomatoes,180,6534
Midlands,Gokwe South,1998,Hot,Cabbage,127,16968
Midlands,Gokwe South,1998,Hot,Peppers,162,20218
Midlands,Gokwe South,1998,Hot,Okra,426,15292
Midlands,Gokwe South,1998,Hot,Cucumbers,429,13723
Midlands,Gokwe South,1998,Hot,Wheat,95,5170
Midlands,Gokwe South,1998,Hot,Barley,47,10743
Midlands,Gokwe South,1998,Hot,Oats,379,1518
Midlands,Gokwe South,1998,Hot,Rye,86,15285
Midlands,Gokwe South,1998,Hot,Mustard greens,182,20155
Midlands,Gokwe South,1998,Hot,Spinach,111,11951
Midlands,Gokwe South,1998,Hot,Kale,472,23010
Midlands,Gokwe South,1998,Hot,Carrots,321,565
Midlands,Gokwe South,1998,Hot,Beets,255,10804
Midlands,Gokwe South,1998,Hot,Broccoli,25,22211
Midlands,Gokwe South,1998,Hot,Cauliflower,159,11809
Midlands,Gokwe South,1998,Hot,Cabbage,21,16761
Midlands,Gokwe South,1998,Hot,Onions,488,14959
Midlands,Gokwe South,1998,Hot,Garlic,343,12247
Midlands,Gokwe South,1998,Hot,Peas,459,16170
Midlands,Gokwe South,1998,Hot,Radishes,420,24377
Midlands,Gokwe South,1998,Hot,Kale,567,2113
Midlands,Gokwe South,1998,Hot,Spinach,160,6786
Midlands,Gokwe South,1998,Hot,Lettuce,75,6635
Midlands,Gokwe South,1998,Hot,Broccoli,147,2281
Midlands,Gokwe South,1998,Hot,Cauliflower,356,22533
Midlands,Gokwe South,1998,Hot,Cabbage,246,6086
Midlands,Gokwe South,1998,Hot,Carrots,322,17973
Midlands,Gokwe South,1998,Hot,Beets,185,3640
Midlands,Gokwe South,1998,Hot,Peas,121,9430
Midlands,Gokwe South,1998,Hot,Radishes,15,13972
Midlands,Gokwe South,1998,Hot,Sweet potatoes,51,16643
Midlands,Gokwe South,1998,Hot,Watermelons,187,12038
Midlands,Gokwe South,1998,Hot,Tomatoes,193,2416
Midlands,Gokwe South,1998,Hot,Peppers,432,12059
Midlands,Gokwe South,1998,Hot,Okra,15,9482
Midlands,Gokwe South,1998,Hot,Cucumbers,404,9690
Midlands,Gokwe South,1998,Hot,Eggplant,385,4354
Midlands,Gokwe South,1998,Hot,Pumpkins,267,3162
Midlands,Gokwe South,1998,Hot,Squash,236,22379
Midlands,Gokwe South,1998,Hot,Melons,309,1782
Midlands,Gokwe South,1998,Hot,Maize ,316,17846
Midlands,Gokwe South,1998,Hot,Soybeans,468,11201
Midlands,Gokwe South,1998,Hot,Groundnuts (Peanuts),310,9197
Midlands,Gokwe South,1998,Hot,Cowpeas,376,8514
Midlands,Gokwe South,1998,Hot,Sunflower,154,14922
Midlands,Gokwe South,1998,Hot,Sorghum,407,4768
Midlands,Gokwe South,1998,Hot,Millet,163,12914
Midlands,Gokwe South,1998,Hot,Beans,64,17107
Midlands,Gokwe South,1998,Hot,Sweet potatoes,263,13328
Midlands,Gokwe South,1998,Hot,Watermelons,460,16635
Midlands,Gokwe South,1998,Hot,Tomatoes,376,22980
Midlands,Gokwe South,1998,Hot,Cabbage,205,11107
Midlands,Gokwe South,1998,Hot,Peppers,99,2462
Midlands,Gokwe South,1998,Hot,Okra,19,22405
Midlands,Gokwe South,1998,Hot,Cucumbers,171,20047
Midlands,Gokwe South,1998,Hot,Wheat,500,22594
Midlands,Gokwe South,1998,Hot,Barley,105,20934
Midlands,Gokwe South,1998,Hot,Oats,116,3895
Midlands,Gokwe South,1998,Hot,Rye,355,18280
Midlands,Gokwe South,1998,Hot,Mustard greens,152,3121
Midlands,Gokwe South,1998,Hot,Spinach,247,15609
Midlands,Gokwe South,1998,Hot,Kale,470,3534
Midlands,Gokwe South,1998,Hot,Carrots,381,14327
Midlands,Gokwe South,1998,Hot,Beets,433,11880
Midlands,Gokwe South,1998,Hot,Broccoli,352,6154
Midlands,Gokwe South,1998,Hot,Cauliflower,86,4342
Midlands,Gokwe South,1998,Hot,Cabbage,362,9675
Midlands,Gokwe South,1998,Hot,Onions,451,13928
Midlands,Gokwe South,1998,Hot,Garlic,363,13479
Midlands,Gokwe South,1998,Hot,Peas,137,24519
Midlands,Gokwe South,1998,Hot,Radishes,284,2852
Midlands,Gokwe South,1998,Hot,Kale,481,5461
Midlands,Gokwe South,1998,Hot,Spinach,47,14038
Midlands,Gokwe South,1998,Hot,Lettuce,390,8227
Midlands,Gokwe South,1998,Hot,Broccoli,365,8970
Midlands,Gokwe South,1998,Hot,Cauliflower,454,11053
Midlands,Gokwe South,1998,Hot,Cabbage,315,22570
Midlands,Gokwe South,1998,Hot,Carrots,338,22239
Midlands,Gokwe South,1998,Hot,Beets,104,3172
Midlands,Gokwe South,1998,Hot,Peas,176,19486
Midlands,Gokwe South,1998,Hot,Radishes,409,5983
Midlands,Gokwe South,1998,Hot,Sweet potatoes,444,24226
Midlands,Gokwe South,1998,Hot,Watermelons,266,2103
Midlands,Gokwe South,1998,Hot,Tomatoes,146,24673
Midlands,Gokwe South,1998,Hot,Peppers,247,8153
Midlands,Gokwe South,1998,Hot,Okra,22,1954
Midlands,Gokwe South,1998,Hot,Cucumbers,71,20344
Midlands,Gokwe South,1998,Hot,Eggplant,469,19745
Midlands,Gokwe South,1998,Hot,Pumpkins,436,17605
Midlands,Gokwe South,1998,Hot,Squash,258,22934
Midlands,Gokwe South,1998,Hot,Melons,176,4323
Midlands,Gokwe South,1998,Hot,Maize ,444,12571
Midlands,Gokwe South,1998,Hot,Soybeans,122,3889
Midlands,Gokwe South,1998,Hot,Groundnuts (Peanuts),427,24181
Midlands,Gokwe South,1998,Hot,Cowpeas,82,20394
Midlands,Gokwe South,1998,Hot,Sunflower,227,1436
Midlands,Gokwe South,1998,Hot,Sorghum,483,19981
Midlands,Gokwe South,1998,Hot,Millet,206,24267
Midlands,Gokwe South,1998,Hot,Beans,59,3174
Midlands,Gokwe South,1998,Hot,Sweet potatoes,121,23684
Midlands,Gokwe South,1998,Hot,Watermelons,35,17605
Midlands,Gokwe South,1998,Hot,Tomatoes,167,23447
Midlands,Gokwe South,1998,Hot,Cabbage,491,6050
Midlands,Gokwe South,1998,Hot,Peppers,14,12009
Midlands,Gokwe South,1998,Hot,Okra,101,11017
Midlands,Gokwe South,1998,Hot,Cucumbers,118,11728
Midlands,Gokwe South,1998,Hot,Wheat,461,4424
Midlands,Gokwe South,1998,Hot,Barley,270,866
Midlands,Gokwe South,1998,Hot,Oats,210,19743
Midlands,Gokwe South,1998,Hot,Rye,418,24730
Midlands,Gokwe South,1998,Hot,Mustard greens,334,24574
Midlands,Gokwe South,1998,Hot,Spinach,219,8182
Midlands,Gokwe South,1998,Hot,Kale,253,20433
Midlands,Gokwe South,1998,Hot,Carrots,138,11087
Midlands,Gokwe South,1998,Hot,Beets,262,16304
Midlands,Gokwe South,1998,Hot,Broccoli,299,10190
Midlands,Gokwe South,1998,Hot,Cauliflower,459,22601
Midlands,Gokwe South,1998,Hot,Cabbage,479,2588
Midlands,Gokwe South,1998,Hot,Onions,284,14372
Midlands,Gokwe South,1998,Hot,Garlic,294,11246
Midlands,Gokwe South,1998,Hot,Peas,214,8738
Midlands,Gokwe South,1998,Hot,Radishes,383,1777
Midlands,Gokwe South,1998,Hot,Kale,420,21930
Midlands,Gokwe South,1998,Hot,Spinach,189,1704
Midlands,Gokwe South,1998,Hot,Lettuce,188,11519
Midlands,Gokwe South,1998,Hot,Broccoli,72,14364
Midlands,Gokwe South,1998,Hot,Cauliflower,179,24793
Midlands,Gokwe South,1998,Hot,Cabbage,196,22929
Midlands,Gokwe South,1998,Hot,Carrots,236,1105
Midlands,Gokwe South,1998,Hot,Beets,352,11471
Midlands,Gokwe South,1998,Hot,Peas,124,11836
Midlands,Gweru,1998,Hot,Radishes,198,12330
Midlands,Gweru,1998,Hot,Sweet potatoes,321,3950
Midlands,Gweru,1998,Hot,Watermelons,318,14154
Midlands,Gweru,1998,Hot,Tomatoes,64,22128
Midlands,Gweru,1998,Hot,Peppers,302,6592
Midlands,Gweru,1998,Hot,Okra,476,7743
Midlands,Gweru,1998,Hot,Cucumbers,375,22392
Midlands,Gweru,1998,Hot,Eggplant,124,10694
Midlands,Gweru,1998,Hot,Pumpkins,334,4484
Midlands,Gweru,1998,Hot,Squash,96,9999
Midlands,Gweru,1998,Hot,Melons,443,23024
Midlands,Gweru,1998,Hot,Maize ,193,3572
Midlands,Gweru,1998,Hot,Soybeans,370,19065
Midlands,Gweru,1998,Hot,Groundnuts (Peanuts),119,1029
Midlands,Gweru,1998,Hot,Cowpeas,281,11645
